model_size,precision,backend,sequence_name,sequence_length,reference_shape,output_shape,mean_cosine,min_cosine,mean_pool_l2,mean_cosine_threshold,min_cosine_threshold,mean_pool_l2_threshold,passed,error
300m,q8_0,cpu,large_A0A087WVF3,549,"[549, 960]","[549, 960]",0.9997387528419495,0.9986204504966736,0.008146146312355995,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A087WXS9,549,"[549, 960]","[549, 960]",0.999731719493866,0.9986642599105835,0.008296659216284752,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A087X179,549,"[549, 960]","[549, 960]",0.9997385144233704,0.9988246560096741,0.008091781288385391,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A087X1C5,515,"[515, 960]","[515, 960]",0.9997117519378662,0.998871386051178,0.008164609782397747,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A087X1G2,549,"[549, 960]","[549, 960]",0.9997348189353943,0.998910665512085,0.008088575676083565,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A096LP49,1063,"[1063, 960]","[1063, 960]",0.9997542500495911,0.998224675655365,0.008106503635644913,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A0A6YYL3,544,"[544, 960]","[544, 960]",0.9997686743736267,0.9991158843040466,0.00839989259839058,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A0J9YWL9,993,"[993, 960]","[993, 960]",0.9997453093528748,0.9988069534301758,0.009394610300660133,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A0J9YX94,578,"[578, 960]","[578, 960]",0.9997602105140686,0.9991639852523804,0.008615686558187008,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A0J9YXQ4,647,"[647, 960]","[647, 960]",0.999781608581543,0.9989699125289917,0.008566675707697868,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A0J9YXV3,536,"[536, 960]","[536, 960]",0.9997200965881348,0.9988511204719543,0.011187863536179066,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A0J9YY54,714,"[714, 960]","[714, 960]",0.9997668266296387,0.9991567134857178,0.008406437002122402,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A0U1RQI7,1052,"[1052, 960]","[1052, 960]",0.9997528195381165,0.9993368983268738,0.009729554876685143,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GTH6,734,"[734, 960]","[734, 960]",0.9996892809867859,0.9975318908691406,0.008391494862735271,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GTU1,805,"[805, 960]","[805, 960]",0.9997372031211853,0.9980594515800476,0.008950281888246536,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GTW7,788,"[788, 960]","[788, 960]",0.9996784329414368,0.998062252998352,0.008817489258944988,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GUU1,675,"[675, 960]","[675, 960]",0.9997609257698059,0.9988259673118591,0.00836950819939375,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GUW6,1196,"[1196, 960]","[1196, 960]",0.9997521638870239,0.9979177117347717,0.008938547223806381,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GV03,622,"[622, 960]","[622, 960]",0.9997570514678955,0.9990301132202148,0.00878626573830843,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GV85,526,"[526, 960]","[526, 960]",0.9997293949127197,0.9988695383071899,0.008646863512694836,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GVH7,501,"[501, 960]","[501, 960]",0.9997442960739136,0.9987960457801819,0.00824657827615738,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1B0GWI6,518,"[518, 960]","[518, 960]",0.999762237071991,0.9989578127861023,0.008103311993181705,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0A1W2PPD8,638,"[638, 960]","[638, 960]",0.999739408493042,0.9983917474746704,0.00749770924448967,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0AUZ9,987,"[987, 960]","[987, 960]",0.9997020959854126,0.9983564019203186,0.007824328728020191,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0AV02,714,"[714, 960]","[714, 960]",0.9997109770774841,0.9990151524543762,0.0076472279615700245,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0AV96,593,"[593, 960]","[593, 960]",0.9997374415397644,0.9979417324066162,0.008510429412126541,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0AVF1,554,"[554, 960]","[554, 960]",0.9997597336769104,0.9987239241600037,0.008373614400625229,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0AVK6,867,"[867, 960]","[867, 960]",0.9997407793998718,0.998415470123291,0.00846866611391306,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0AVT1,1052,"[1052, 960]","[1052, 960]",0.9997197985649109,0.9977394938468933,0.007681914139539003,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0FGR8,921,"[921, 960]","[921, 960]",0.9996917247772217,0.9981570243835449,0.007892648689448833,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0FGR9,886,"[886, 960]","[886, 960]",0.9997099041938782,0.9979106187820435,0.007680661045014858,0.999,0.99,0.05,True,
300m,q8_0,cpu,large_A0JNW5,1464,"[1464, 960]","[1464, 960]",0.9997215270996094,0.99803227186203,0.007534103933721781,0.999,0.99,0.05,True,
300m,q4_k_m,cpu,small_A0A075B6S0,16,"[16, 960]","[16, 960]",0.9960265159606934,0.9889358282089233,0.0497765839099884,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A075B6Y3,20,"[20, 960]","[20, 960]",0.99482661485672,0.9816251397132874,0.05317530035972595,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_A0A075B6Y9,20,"[20, 960]","[20, 960]",0.9950596690177917,0.9781584739685059,0.052294280380010605,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A075B700,18,"[18, 960]","[18, 960]",0.9972977042198181,0.9923908710479736,0.043980251997709274,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A075B706,16,"[16, 960]","[16, 960]",0.9973181486129761,0.9898577928543091,0.038186490535736084,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0A0MT70,17,"[17, 960]","[17, 960]",0.9962545037269592,0.9935820698738098,0.05536535382270813,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0A0MT76,42,"[42, 960]","[42, 960]",0.9958098530769348,0.9906669855117798,0.05081276595592499,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0A0MT78,15,"[15, 960]","[15, 960]",0.9972776770591736,0.9936035871505737,0.04166337847709656,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0A0MT87,16,"[16, 960]","[16, 960]",0.9959626197814941,0.9926153421401978,0.04545702785253525,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0A0MT89,12,"[12, 960]","[12, 960]",0.9951483607292175,0.9861992001533508,0.05434972047805786,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0A0MT94,16,"[16, 960]","[16, 960]",0.9963946342468262,0.989960253238678,0.05145272985100746,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0A0MTA4,15,"[15, 960]","[15, 960]",0.994935929775238,0.984538197517395,0.05425944924354553,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_A0A0A0MTA7,16,"[16, 960]","[16, 960]",0.9958276748657227,0.9886230230331421,0.04654145613312721,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0B4J200,16,"[16, 960]","[16, 960]",0.9976582527160645,0.9902662038803101,0.03807506337761879,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0C4DH62,17,"[17, 960]","[17, 960]",0.9959513545036316,0.990919828414917,0.05390217900276184,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0C5B5G6,16,"[16, 960]","[16, 960]",0.9955535531044006,0.9884907007217407,0.04533061385154724,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0J9YWP8,16,"[16, 960]","[16, 960]",0.9943680167198181,0.9852088093757629,0.06224033236503601,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_A0A0J9YWX3,17,"[17, 960]","[17, 960]",0.9946849942207336,0.9715182781219482,0.047904569655656815,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_A0A0J9YX06,15,"[15, 960]","[15, 960]",0.9948270916938782,0.97928386926651,0.05129149183630943,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_A0A0J9YXA8,15,"[15, 960]","[15, 960]",0.9958425760269165,0.990034282207489,0.047243159264326096,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0J9YXG5,16,"[16, 960]","[16, 960]",0.996381402015686,0.9879913926124573,0.04189125448465347,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A0J9YXM7,16,"[16, 960]","[16, 960]",0.9951044321060181,0.9878309369087219,0.047787923365831375,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A1B0GTB2,48,"[48, 960]","[48, 960]",0.9954233169555664,0.9912542700767517,0.04402506351470947,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A1B0GWH6,25,"[25, 960]","[25, 960]",0.9943091869354248,0.9890031218528748,0.05331292375922203,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_A0A3G1DIU6,26,"[26, 960]","[26, 960]",0.9955540299415588,0.9909831881523132,0.049094364047050476,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A3G1DJK2,26,"[26, 960]","[26, 960]",0.9968365430831909,0.9930357336997986,0.04355348274111748,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A3G1DJL1,24,"[24, 960]","[24, 960]",0.9963820576667786,0.9923912286758423,0.04744911193847656,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A3G1DJL7,24,"[24, 960]","[24, 960]",0.9947664141654968,0.9697717428207397,0.04832888022065163,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_A0A3G1DJN1,20,"[20, 960]","[20, 960]",0.9964022636413574,0.9851024150848389,0.0415438711643219,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A0A3G1DJQ2,38,"[38, 960]","[38, 960]",0.9961504936218262,0.9930071234703064,0.047708772122859955,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_A1L3X4,49,"[49, 960]","[49, 960]",0.9946174621582031,0.986966609954834,0.06205197423696518,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_C0HLU2,46,"[46, 960]","[46, 960]",0.9924492239952087,0.9678870439529419,0.049077726900577545,0.995,0.0,0.2,False,
300m,q4_k_m,cpu,small_C0HLV8,31,"[31, 960]","[31, 960]",0.9952033162117004,0.9893245697021484,0.04731382802128792,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,small_C0HM02,26,"[26, 960]","[26, 960]",0.9960562586784363,0.9914806485176086,0.05218331515789032,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A024RBG1,181,"[181, 960]","[181, 960]",0.9955378770828247,0.956315279006958,0.045447949320077896,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6H7,116,"[116, 960]","[116, 960]",0.9964882135391235,0.9898202419281006,0.05036183074116707,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6H8,117,"[117, 960]","[117, 960]",0.9962467551231384,0.9869728088378906,0.046832021325826645,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6H9,119,"[119, 960]","[119, 960]",0.9964061975479126,0.9902498126029968,0.05517326667904854,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6I0,122,"[122, 960]","[122, 960]",0.9963833093643188,0.9919401407241821,0.057264525443315506,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6I1,120,"[120, 960]","[120, 960]",0.9964166879653931,0.989557147026062,0.0551513209939003,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6I3,123,"[123, 960]","[123, 960]",0.9965205788612366,0.9905853867530823,0.04953206703066826,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6I4,117,"[117, 960]","[117, 960]",0.9966028928756714,0.9934741258621216,0.05480995401740074,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6I6,118,"[118, 960]","[118, 960]",0.9967734813690186,0.9908831715583801,0.050439514219760895,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6I7,105,"[105, 960]","[105, 960]",0.9959683418273926,0.9840003848075867,0.05230976641178131,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6I9,117,"[117, 960]","[117, 960]",0.9962356686592102,0.9888132810592651,0.05224161222577095,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6J1,123,"[123, 960]","[123, 960]",0.9966256618499756,0.9929434061050415,0.05158722400665283,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6J2,118,"[118, 960]","[118, 960]",0.9960838556289673,0.9828352332115173,0.05026214197278023,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6J6,115,"[115, 960]","[115, 960]",0.9962533712387085,0.9894808530807495,0.05359196662902832,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6J9,118,"[118, 960]","[118, 960]",0.9966002106666565,0.9887385368347168,0.052203573286533356,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6K0,115,"[115, 960]","[115, 960]",0.9964823722839355,0.9919676184654236,0.056790079921483994,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6K2,115,"[115, 960]","[115, 960]",0.9962255954742432,0.9845114350318909,0.05121084302663803,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6K4,115,"[115, 960]","[115, 960]",0.9965346455574036,0.9937926530838013,0.055896807461977005,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6K5,115,"[115, 960]","[115, 960]",0.9963086247444153,0.990492045879364,0.05495905503630638,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6K6,122,"[122, 960]","[122, 960]",0.9962007999420166,0.9883453845977783,0.05361219123005867,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6L2,119,"[119, 960]","[119, 960]",0.9961449503898621,0.9905037879943848,0.04932639002799988,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6L6,115,"[115, 960]","[115, 960]",0.9963125586509705,0.982735812664032,0.04282686859369278,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6N1,114,"[114, 960]","[114, 960]",0.9961431622505188,0.9870642423629761,0.046942949295043945,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6N2,111,"[111, 960]","[111, 960]",0.9955999255180359,0.9616202712059021,0.05150139704346657,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6N3,115,"[115, 960]","[115, 960]",0.9954607486724854,0.9665840864181519,0.049601197242736816,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6N4,114,"[114, 960]","[114, 960]",0.9955767393112183,0.9854771494865417,0.0512436218559742,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6P5,120,"[120, 960]","[120, 960]",0.9962416291236877,0.9819435477256775,0.050723813474178314,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6Q5,118,"[118, 960]","[118, 960]",0.9963521957397461,0.9846768379211426,0.04956520348787308,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6R0,118,"[118, 960]","[118, 960]",0.9964076280593872,0.9913092255592346,0.04723888263106346,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6R2,117,"[117, 960]","[117, 960]",0.9962647557258606,0.986102283000946,0.05304192006587982,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6R9,120,"[120, 960]","[120, 960]",0.9966095089912415,0.9938711524009705,0.049582891166210175,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6S2,120,"[120, 960]","[120, 960]",0.9962071776390076,0.9832333326339722,0.05055044963955879,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,medium_A0A075B6S4,117,"[117, 960]","[117, 960]",0.9964691400527954,0.9929081797599792,0.052076492458581924,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A087WUV0,522,"[522, 960]","[522, 960]",0.995612382888794,0.9823642373085022,0.060273293405771255,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A087WVF3,549,"[549, 960]","[549, 960]",0.9958145618438721,0.9726799130439758,0.051126591861248016,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A087WXS9,549,"[549, 960]","[549, 960]",0.9958702921867371,0.9770314693450928,0.05139123648405075,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A087X179,549,"[549, 960]","[549, 960]",0.9957355260848999,0.9713596701622009,0.050963424146175385,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A087X1C5,515,"[515, 960]","[515, 960]",0.9955019950866699,0.9810249209403992,0.051301971077919006,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A087X1G2,549,"[549, 960]","[549, 960]",0.9958387017250061,0.9773653149604797,0.051064297556877136,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A096LP49,1063,"[1063, 960]","[1063, 960]",0.9962577223777771,0.9758725762367249,0.0512811541557312,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A0A6YYL3,544,"[544, 960]","[544, 960]",0.9963400363922119,0.9843069911003113,0.05241481214761734,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A0J9YWL9,993,"[993, 960]","[993, 960]",0.9960976839065552,0.984700620174408,0.05900375545024872,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A0J9YX94,578,"[578, 960]","[578, 960]",0.9965066313743591,0.9888479709625244,0.04799940809607506,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A0J9YXQ4,647,"[647, 960]","[647, 960]",0.9967238903045654,0.9889836311340332,0.05019599199295044,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A0J9YXV3,536,"[536, 960]","[536, 960]",0.9962011575698853,0.9887188673019409,0.055847760289907455,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A0J9YY54,714,"[714, 960]","[714, 960]",0.9962806105613708,0.9886102676391602,0.05608919635415077,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A0U1RQI7,1052,"[1052, 960]","[1052, 960]",0.9959132075309753,0.9816311001777649,0.06557212024927139,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GTH6,734,"[734, 960]","[734, 960]",0.995623767375946,0.9683533310890198,0.046270351856946945,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GTU1,805,"[805, 960]","[805, 960]",0.9960142970085144,0.9842610955238342,0.05386228859424591,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GTW7,788,"[788, 960]","[788, 960]",0.9954166412353516,0.9654040932655334,0.04750318080186844,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GUU1,675,"[675, 960]","[675, 960]",0.9962677955627441,0.9859700798988342,0.050972871482372284,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GUW6,1196,"[1196, 960]","[1196, 960]",0.9963347315788269,0.989018976688385,0.05581288784742355,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GV03,622,"[622, 960]","[622, 960]",0.9962731003761292,0.9777644872665405,0.05561276525259018,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GV85,526,"[526, 960]","[526, 960]",0.9958698153495789,0.9812847375869751,0.04870302602648735,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GVH7,501,"[501, 960]","[501, 960]",0.9959502220153809,0.9820896983146667,0.048486050218343735,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1B0GWI6,518,"[518, 960]","[518, 960]",0.9964459538459778,0.9765700101852417,0.04888370260596275,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0A1W2PPD8,638,"[638, 960]","[638, 960]",0.9960383772850037,0.9725795984268188,0.049732424318790436,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0AUZ9,987,"[987, 960]","[987, 960]",0.9955123066902161,0.9681411981582642,0.047310471534729004,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0AV02,714,"[714, 960]","[714, 960]",0.9957343935966492,0.9859515428543091,0.039872199296951294,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0AV96,593,"[593, 960]","[593, 960]",0.9959273934364319,0.9784631729125977,0.051655273884534836,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0AVF1,554,"[554, 960]","[554, 960]",0.9964099526405334,0.9875421524047852,0.04882039129734039,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0AVK6,867,"[867, 960]","[867, 960]",0.9960486888885498,0.9769443273544312,0.05019020289182663,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0AVT1,1052,"[1052, 960]","[1052, 960]",0.9957888126373291,0.9790211319923401,0.04793606325984001,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0FGR8,921,"[921, 960]","[921, 960]",0.9954997897148132,0.9670625925064087,0.04640597105026245,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0FGR9,886,"[886, 960]","[886, 960]",0.9956294298171997,0.9764412641525269,0.04680902883410454,0.995,0.0,0.2,True,
300m,q4_k_m,cpu,large_A0JNW5,1464,"[1464, 960]","[1464, 960]",0.9958104491233826,0.9401254057884216,0.046694573014974594,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A075B6S0,16,"[16, 960]","[16, 960]",0.9954941272735596,0.9880983233451843,0.052179962396621704,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A075B6Y3,20,"[20, 960]","[20, 960]",0.9943680763244629,0.9762893915176392,0.056558508425951004,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A075B6Y9,20,"[20, 960]","[20, 960]",0.9934772253036499,0.9714817404747009,0.057708561420440674,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A075B700,18,"[18, 960]","[18, 960]",0.9968122839927673,0.992885172367096,0.04660388454794884,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A075B706,16,"[16, 960]","[16, 960]",0.997277021408081,0.9880313873291016,0.04086814820766449,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0A0MT70,17,"[17, 960]","[17, 960]",0.995898962020874,0.9933544993400574,0.05411818251013756,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0A0MT76,42,"[42, 960]","[42, 960]",0.9949257373809814,0.9904857277870178,0.051478687673807144,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A0A0MT78,15,"[15, 960]","[15, 960]",0.9958446025848389,0.988176703453064,0.046310171484947205,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0A0MT87,16,"[16, 960]","[16, 960]",0.9950551986694336,0.9887402653694153,0.04744737967848778,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0A0MT89,12,"[12, 960]","[12, 960]",0.9939976334571838,0.9851446747779846,0.058349136263132095,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A0A0MT94,16,"[16, 960]","[16, 960]",0.9952117800712585,0.9828745722770691,0.0517037995159626,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0A0MTA4,15,"[15, 960]","[15, 960]",0.9936122894287109,0.9706760048866272,0.058382194489240646,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A0A0MTA7,16,"[16, 960]","[16, 960]",0.9949898719787598,0.9900646805763245,0.051594819873571396,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A0B4J200,16,"[16, 960]","[16, 960]",0.9966719150543213,0.9894551634788513,0.04157441854476929,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0C4DH62,17,"[17, 960]","[17, 960]",0.995288610458374,0.9886939525604248,0.05492297187447548,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0C5B5G6,16,"[16, 960]","[16, 960]",0.9939489364624023,0.9855511784553528,0.055107470601797104,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A0J9YWP8,16,"[16, 960]","[16, 960]",0.9939625263214111,0.9822810292243958,0.059868406504392624,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A0J9YWX3,17,"[17, 960]","[17, 960]",0.9903982877731323,0.9620843529701233,0.06498073041439056,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A0J9YX06,15,"[15, 960]","[15, 960]",0.9951938390731812,0.9796969294548035,0.05201493203639984,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0J9YXA8,15,"[15, 960]","[15, 960]",0.9952564835548401,0.9868676066398621,0.05264824628829956,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A0J9YXG5,16,"[16, 960]","[16, 960]",0.9945863485336304,0.9833977818489075,0.05210551619529724,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A0J9YXM7,16,"[16, 960]","[16, 960]",0.992978572845459,0.9832741618156433,0.057434242218732834,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A1B0GTB2,48,"[48, 960]","[48, 960]",0.994612455368042,0.9905790090560913,0.04572930932044983,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A1B0GWH6,25,"[25, 960]","[25, 960]",0.9932934045791626,0.9853424429893494,0.056047990918159485,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A3G1DIU6,26,"[26, 960]","[26, 960]",0.9949303269386292,0.9902135729789734,0.049452561885118484,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A3G1DJK2,26,"[26, 960]","[26, 960]",0.9962562918663025,0.9942284226417542,0.04503674432635307,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A3G1DJL1,24,"[24, 960]","[24, 960]",0.9954464435577393,0.9896664619445801,0.053678084164857864,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A3G1DJL7,24,"[24, 960]","[24, 960]",0.9947335124015808,0.9835012555122375,0.051230959594249725,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_A0A3G1DJN1,20,"[20, 960]","[20, 960]",0.9964879155158997,0.9903672933578491,0.044566333293914795,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A0A3G1DJQ2,38,"[38, 960]","[38, 960]",0.9953581094741821,0.991273045539856,0.047887787222862244,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,small_A1L3X4,49,"[49, 960]","[49, 960]",0.9937911629676819,0.983024537563324,0.06110569089651108,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_C0HLU2,46,"[46, 960]","[46, 960]",0.9898166060447693,0.9280638694763184,0.056275371462106705,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,small_C0HLV8,31,"[31, 960]","[31, 960]",0.9941890239715576,0.9871990084648132,0.04831209406256676,0.995,0.0,0.2,False,
